seed	co-occurence	time span	freq	total token timespan
duh	svež	not-available	12	14484352
prijeten	srečen	not-available	7	14484352
duh	še	not-available	109	14484352
oster	leden	not-available	14	14484352
duhati	poterdnik	not-available	6	14484352
oster	jeklen	not-available	8	14484352
oster	igla	not-available	18	14484352
smrad	na	not-available	24	14484352
prijeten	si	not-available	90	14484352
dišati	svež	not-available	7	14484352
oster	dokler	not-available	7	14484352
oster	si	not-available	49	14484352
oster	enak	not-available	11	14484352
oster	jaz	not-available	142	14484352
oster	pogled	not-available	177	14484352
oster	premehek	not-available	8	14484352
duhati	apostol	not-available	3	14484352
duhati	prihod	not-available	18	14484352
opojen	jesti	not-available	128	14484352
opojen	dihati	not-available	7	14484352
opojen	človek	not-available	4	14484352
prijeten	steza	not-available	5	14484352
